Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S141896389,Least Bittern,Ixobrychus exilis,7271,0,US-MI,Iosco,L25276353,"Tuttle Marsh Road, East Tawas, Michigan, US (44.364, -83.462)",44.3640526,-83.4620949,2023-06-17,9:58 PM,eBird - Stationary Count,10,1,,,2,,,,
S141838592,Turkey Vulture,Cathartes aura,7550,5,US-MI,Iosco,L25260728,"252-480 Galion Road, East Tawas, Michigan, US (44.339, -83.511)",44.3385224,-83.5107006,2023-06-17,11:31 AM,eBird - Traveling Count,27,1,0.15,,2,,,,
S141838592,Northern Harrier,Circus hudsonius,7873,1,US-MI,Iosco,L25260728,"252-480 Galion Road, East Tawas, Michigan, US (44.339, -83.511)",44.3385224,-83.5107006,2023-06-17,11:31 AM,eBird - Traveling Count,27,1,0.15,,2,,,,
S141838592,Bald Eagle,Haliaeetus leucocephalus,8105,1,US-MI,Iosco,L25260728,"252-480 Galion Road, East Tawas, Michigan, US (44.339, -83.511)",44.3385224,-83.5107006,2023-06-17,11:31 AM,eBird - Traveling Count,27,1,0.15,,2,,,,
S141897948,Eastern Screech-Owl,Megascops asio,8583,0,US-MI,Iosco,L25276761,"Tuttle Marsh Road, East Tawas, Michigan, US (44.361, -83.471)",44.3614078,-83.4713391,2023-06-17,10:30 PM,eBird - Stationary Count,3,1,,,2,,,,
S141897948,Great Horned Owl,Bubo virginianus,8624,1,US-MI,Iosco,L25276761,"Tuttle Marsh Road, East Tawas, Michigan, US (44.361, -83.471)",44.3614078,-83.4713391,2023-06-17,10:30 PM,eBird - Stationary Count,3,1,,,2,,,,
S141898450,Barred Owl,Strix varia,8930,2,US-MI,Iosco,L25276886,"Tuttle Marsh Road, East Tawas, Michigan, US (44.353, -83.481)",44.3527501,-83.4810592,2023-06-17,10:37 PM,eBird - Stationary Count,4,1,,,2,,,,
S141893130,Belted Kingfisher,Megaceryle alcyon,9939,1,US-MI,Iosco,L25275569,"2970 Wilber Road, East Tawas, Michigan, US (44.367, -83.522)",44.3674719,-83.5215319,2023-06-17,9:05 PM,eBird - Traveling Count,15,1,0.44,,4,,,,
S141893130,Yellow-bellied Sapsucker,Sphyrapicus varius,10816,1,US-MI,Iosco,L25275569,"2970 Wilber Road, East Tawas, Michigan, US (44.367, -83.522)",44.3674719,-83.5215319,2023-06-17,9:05 PM,eBird - Traveling Count,15,1,0.44,,4,,,,
S141822511,Red-headed Woodpecker,Melanerpes erythrocephalus,10834,1,US-MI,Iosco,L25256345,"Curtis Road, East Tawas, Michigan, US (44.367, -83.548)",44.3671401,-83.5482925,2023-06-17,9:21 AM,eBird - Stationary Count,11,1,,,4,,,,
S141822540,Red-headed Woodpecker,Melanerpes erythrocephalus,10834,1,US-MI,Iosco,L25256357,"Curtis Road, East Tawas, Michigan, US (44.367, -83.556)",44.3670478,-83.5555009,2023-06-17,9:05 AM,eBird - Stationary Count,7,1,,,4,,,,
S141822540,Hairy Woodpecker,Dryobates villosus,11110,1,US-MI,Iosco,L25256357,"Curtis Road, East Tawas, Michigan, US (44.367, -83.556)",44.3670478,-83.5555009,2023-06-17,9:05 AM,eBird - Stationary Count,7,1,,,4,,,,
S141822583,Northern Flicker,Colaptes auratus,11572,1,US-MI,Iosco,L25256370,"482 Woods Road, East Tawas, Michigan, US (44.346, -83.525)",44.3456016,-83.5251054,2023-06-17,8:05 AM,eBird - Stationary Count,9,1,,,4,,,,
S141822540,Northern Flicker,Colaptes auratus,11572,1,US-MI,Iosco,L25256357,"Curtis Road, East Tawas, Michigan, US (44.367, -83.556)",44.3670478,-83.5555009,2023-06-17,9:05 AM,eBird - Stationary Count,7,1,,,4,,,,
S141822560,Northern Flicker,Colaptes auratus,11572,1,US-MI,Iosco,L25256363,"Curtis Road, East Tawas, Michigan, US (44.367, -83.561)",44.3669887,-83.560757,2023-06-17,8:43 AM,eBird - Stationary Count,15,1,,,4,,,,
S141822273,Northern Flicker,Colaptes auratus,11572,1,US-MI,Iosco,L25256280,"Unnamed Road, East Tawas, Michigan, US (44.367, -83.578)",44.367117,-83.5781936,2023-06-17,9:53 AM,eBird - Traveling Count,35,1,0.29,,4,,,,
S141893130,Eastern Wood-Pewee,Contopus virens,16501,1,US-MI,Iosco,L25275569,"2970 Wilber Road, East Tawas, Michigan, US (44.367, -83.522)",44.3674719,-83.5215319,2023-06-17,9:05 PM,eBird - Traveling Count,15,1,0.44,,4,,,,
S141822511,Eastern Wood-Pewee,Contopus virens,16501,1,US-MI,Iosco,L25256345,"Curtis Road, East Tawas, Michigan, US (44.367, -83.548)",44.3671401,-83.5482925,2023-06-17,9:21 AM,eBird - Stationary Count,11,1,,,4,,,,
S141895584,Alder Flycatcher,Empidonax alnorum,16528,2,US-MI,Iosco,L25276366,"Tuttle Marsh Road, East Tawas, Michigan, US (44.363, -83.469)",44.3626789,-83.469322,2023-06-17,9:48 PM,eBird - Traveling Count,6,1,0.12,,2,,,,
S141896389,Alder Flycatcher,Empidonax alnorum,16528,3,US-MI,Iosco,L25276353,"Tuttle Marsh Road, East Tawas, Michigan, US (44.364, -83.462)",44.3640526,-83.4620949,2023-06-17,9:58 PM,eBird - Stationary Count,10,1,,,2,,,,
S141897051,Alder/Willow Flycatcher (Traill's Flycatcher),Empidonax alnorum/traillii,16535,3,US-MI,Iosco,L25276522,"Tuttle Marsh Road, East Tawas, Michigan, US (44.367, -83.451)",44.3673048,-83.4506336,2023-06-17,10:11 PM,eBird - Stationary Count,5,1,,,2,,,,
S141893130,Eastern Phoebe,Sayornis phoebe,16583,1,US-MI,Iosco,L25275569,"2970 Wilber Road, East Tawas, Michigan, US (44.367, -83.522)",44.3674719,-83.5215319,2023-06-17,9:05 PM,eBird - Traveling Count,15,1,0.44,,4,,,,
S141822583,Eastern Kingbird,Tyrannus tyrannus,17042,1,US-MI,Iosco,L25256370,"482 Woods Road, East Tawas, Michigan, US (44.346, -83.525)",44.3456016,-83.5251054,2023-06-17,8:05 AM,eBird - Stationary Count,9,1,,,4,,,,
S141822560,Eastern Kingbird,Tyrannus tyrannus,17042,1,US-MI,Iosco,L25256363,"Curtis Road, East Tawas, Michigan, US (44.367, -83.561)",44.3669887,-83.560757,2023-06-17,8:43 AM,eBird - Stationary Count,15,1,,,4,,,,
S141822511,Red-eyed Vireo,Vireo olivaceus,18795,2,US-MI,Iosco,L25256345,"Curtis Road, East Tawas, Michigan, US (44.367, -83.548)",44.3671401,-83.5482925,2023-06-17,9:21 AM,eBird - Stationary Count,11,1,,,4,,,,
S141822511,Blue Jay,Cyanocitta cristata,20786,1,US-MI,Iosco,L25256345,"Curtis Road, East Tawas, Michigan, US (44.367, -83.548)",44.3671401,-83.5482925,2023-06-17,9:21 AM,eBird - Stationary Count,11,1,,,4,,,,
S141822560,Blue Jay,Cyanocitta cristata,20786,1,US-MI,Iosco,L25256363,"Curtis Road, East Tawas, Michigan, US (44.367, -83.561)",44.3669887,-83.560757,2023-06-17,8:43 AM,eBird - Stationary Count,15,1,,,4,,,,
S141822569,Blue Jay,Cyanocitta cristata,20786,1,US-MI,Iosco,L25256367,"Kobs Road, East Tawas, Michigan, US (44.361, -83.565)",44.3610048,-83.5646722,2023-06-17,8:24 AM,eBird - Stationary Count,8,1,,,4,,,,
S141822273,Blue Jay,Cyanocitta cristata,20786,1,US-MI,Iosco,L25256280,"Unnamed Road, East Tawas, Michigan, US (44.367, -83.578)",44.367117,-83.5781936,2023-06-17,9:53 AM,eBird - Traveling Count,35,1,0.29,,4,,,,
S141822560,American Crow,Corvus brachyrhynchos,21054,1,US-MI,Iosco,L25256363,"Curtis Road, East Tawas, Michigan, US (44.367, -83.561)",44.3669887,-83.560757,2023-06-17,8:43 AM,eBird - Stationary Count,15,1,,,4,,,,
S141822511,Common Raven,Corvus corax,21121,1,US-MI,Iosco,L25256345,"Curtis Road, East Tawas, Michigan, US (44.367, -83.548)",44.3671401,-83.5482925,2023-06-17,9:21 AM,eBird - Stationary Count,11,1,,,4,,,,
S141822569,Black-capped Chickadee,Poecile atricapillus,21563,1,US-MI,Iosco,L25256367,"Kobs Road, East Tawas, Michigan, US (44.361, -83.565)",44.3610048,-83.5646722,2023-06-17,8:24 AM,eBird - Stationary Count,8,1,,,4,,,,
S141822273,Black-capped Chickadee,Poecile atricapillus,21563,1,US-MI,Iosco,L25256280,"Unnamed Road, East Tawas, Michigan, US (44.367, -83.578)",44.367117,-83.5781936,2023-06-17,9:53 AM,eBird - Traveling Count,35,1,0.29,,4,,,,
S141822560,Purple Martin,Progne subis,23509,1,US-MI,Iosco,L25256363,"Curtis Road, East Tawas, Michigan, US (44.367, -83.561)",44.3669887,-83.560757,2023-06-17,8:43 AM,eBird - Stationary Count,15,1,,,4,,,,
S141893130,Tree Swallow,Tachycineta bicolor,23533,2,US-MI,Iosco,L25275569,"2970 Wilber Road, East Tawas, Michigan, US (44.367, -83.522)",44.3674719,-83.5215319,2023-06-17,9:05 PM,eBird - Traveling Count,15,1,0.44,,4,,,,
S141822583,Tree Swallow,Tachycineta bicolor,23533,2,US-MI,Iosco,L25256370,"482 Woods Road, East Tawas, Michigan, US (44.346, -83.525)",44.3456016,-83.5251054,2023-06-17,8:05 AM,eBird - Stationary Count,9,1,,,4,,,,
S141838592,Barn Swallow,Hirundo rustica,23610,5,US-MI,Iosco,L25260728,"252-480 Galion Road, East Tawas, Michigan, US (44.339, -83.511)",44.3385224,-83.5107006,2023-06-17,11:31 AM,eBird - Traveling Count,27,1,0.15,,2,,,,
S141822583,Barn Swallow,Hirundo rustica,23610,5,US-MI,Iosco,L25256370,"482 Woods Road, East Tawas, Michigan, US (44.346, -83.525)",44.3456016,-83.5251054,2023-06-17,8:05 AM,eBird - Stationary Count,9,1,,,4,,,,
S141822273,House Wren,Troglodytes aedon,26614,1,US-MI,Iosco,L25256280,"Unnamed Road, East Tawas, Michigan, US (44.367, -83.578)",44.367117,-83.5781936,2023-06-17,9:53 AM,eBird - Traveling Count,35,1,0.29,,4,,,,
S141838592,Common Starling,Sturnus vulgaris,27232,6,US-MI,Iosco,L25260728,"252-480 Galion Road, East Tawas, Michigan, US (44.339, -83.511)",44.3385224,-83.5107006,2023-06-17,11:31 AM,eBird - Traveling Count,27,1,0.15,,2,,,,
S141822583,Common Starling,Sturnus vulgaris,27232,3,US-MI,Iosco,L25256370,"482 Woods Road, East Tawas, Michigan, US (44.346, -83.525)",44.3456016,-83.5251054,2023-06-17,8:05 AM,eBird - Stationary Count,9,1,,,4,,,,
S141895584,Grey Catbird,Dumetella carolinensis,27413,1,US-MI,Iosco,L25276366,"Tuttle Marsh Road, East Tawas, Michigan, US (44.363, -83.469)",44.3626789,-83.469322,2023-06-17,9:48 PM,eBird - Traveling Count,6,1,0.12,,2,,,,
S141822560,Brown Thrasher,Toxostoma rufum,27451,1,US-MI,Iosco,L25256363,"Curtis Road, East Tawas, Michigan, US (44.367, -83.561)",44.3669887,-83.560757,2023-06-17,8:43 AM,eBird - Stationary Count,15,1,,,4,,,,
S141822569,Brown Thrasher,Toxostoma rufum,27451,1,US-MI,Iosco,L25256367,"Kobs Road, East Tawas, Michigan, US (44.361, -83.565)",44.3610048,-83.5646722,2023-06-17,8:24 AM,eBird - Stationary Count,8,1,,,4,,,,
S141822560,Eastern Bluebird,Sialia sialis,27535,2,US-MI,Iosco,L25256363,"Curtis Road, East Tawas, Michigan, US (44.367, -83.561)",44.3669887,-83.560757,2023-06-17,8:43 AM,eBird - Stationary Count,15,1,,,4,,,,
S141895584,Veery,Catharus fuscescens,27719,1,US-MI,Iosco,L25276366,"Tuttle Marsh Road, East Tawas, Michigan, US (44.363, -83.469)",44.3626789,-83.469322,2023-06-17,9:48 PM,eBird - Traveling Count,6,1,0.12,,2,,,,
S141822560,Hermit Thrush,Catharus guttatus,27739,2,US-MI,Iosco,L25256363,"Curtis Road, East Tawas, Michigan, US (44.367, -83.561)",44.3669887,-83.560757,2023-06-17,8:43 AM,eBird - Stationary Count,15,1,,,4,,,,
S141822569,Hermit Thrush,Catharus guttatus,27739,3,US-MI,Iosco,L25256367,"Kobs Road, East Tawas, Michigan, US (44.361, -83.565)",44.3610048,-83.5646722,2023-06-17,8:24 AM,eBird - Stationary Count,8,1,,,4,,,,
S141822273,Hermit Thrush,Catharus guttatus,27739,1,US-MI,Iosco,L25256280,"Unnamed Road, East Tawas, Michigan, US (44.367, -83.578)",44.367117,-83.5781936,2023-06-17,9:53 AM,eBird - Traveling Count,35,1,0.29,,4,,,,
S141838592,American Robin,Turdus migratorius,27969,2,US-MI,Iosco,L25260728,"252-480 Galion Road, East Tawas, Michigan, US (44.339, -83.511)",44.3385224,-83.5107006,2023-06-17,11:31 AM,eBird - Traveling Count,27,1,0.15,,2,,,,
S141893130,American Robin,Turdus migratorius,27969,1,US-MI,Iosco,L25275569,"2970 Wilber Road, East Tawas, Michigan, US (44.367, -83.522)",44.3674719,-83.5215319,2023-06-17,9:05 PM,eBird - Traveling Count,15,1,0.44,,4,,,,
S141822583,American Robin,Turdus migratorius,27969,3,US-MI,Iosco,L25256370,"482 Woods Road, East Tawas, Michigan, US (44.346, -83.525)",44.3456016,-83.5251054,2023-06-17,8:05 AM,eBird - Stationary Count,9,1,,,4,,,,
S141822511,American Robin,Turdus migratorius,27969,1,US-MI,Iosco,L25256345,"Curtis Road, East Tawas, Michigan, US (44.367, -83.548)",44.3671401,-83.5482925,2023-06-17,9:21 AM,eBird - Stationary Count,11,1,,,4,,,,
S141822560,American Robin,Turdus migratorius,27969,1,US-MI,Iosco,L25256363,"Curtis Road, East Tawas, Michigan, US (44.367, -83.561)",44.3669887,-83.560757,2023-06-17,8:43 AM,eBird - Stationary Count,15,1,,,4,,,,
S141822569,American Robin,Turdus migratorius,27969,2,US-MI,Iosco,L25256367,"Kobs Road, East Tawas, Michigan, US (44.361, -83.565)",44.3610048,-83.5646722,2023-06-17,8:24 AM,eBird - Stationary Count,8,1,,,4,,,,
S141895584,American Robin,Turdus migratorius,27969,3,US-MI,Iosco,L25276366,"Tuttle Marsh Road, East Tawas, Michigan, US (44.363, -83.469)",44.3626789,-83.469322,2023-06-17,9:48 PM,eBird - Traveling Count,6,1,0.12,,2,,,,
S141893130,Cedar Waxwing,Bombycilla cedrorum,29256,3,US-MI,Iosco,L25275569,"2970 Wilber Road, East Tawas, Michigan, US (44.367, -83.522)",44.3674719,-83.5215319,2023-06-17,9:05 PM,eBird - Traveling Count,15,1,0.44,,4,,,,
S141822540,American Goldfinch,Spinus tristis,31953,1,US-MI,Iosco,L25256357,"Curtis Road, East Tawas, Michigan, US (44.367, -83.556)",44.3670478,-83.5555009,2023-06-17,9:05 AM,eBird - Stationary Count,7,1,,,4,,,,
S141893130,Chipping Sparrow,Spizella passerina,32315,1,US-MI,Iosco,L25275569,"2970 Wilber Road, East Tawas, Michigan, US (44.367, -83.522)",44.3674719,-83.5215319,2023-06-17,9:05 PM,eBird - Traveling Count,15,1,0.44,,4,,,,
S141822273,Chipping Sparrow,Spizella passerina,32315,1,US-MI,Iosco,L25256280,"Unnamed Road, East Tawas, Michigan, US (44.367, -83.578)",44.367117,-83.5781936,2023-06-17,9:53 AM,eBird - Traveling Count,35,1,0.29,,4,,,,
S141822511,Field Sparrow,Spizella pusilla,32328,2,US-MI,Iosco,L25256345,"Curtis Road, East Tawas, Michigan, US (44.367, -83.548)",44.3671401,-83.5482925,2023-06-17,9:21 AM,eBird - Stationary Count,11,1,,,4,,,,585874201 585874211 585874221 586557921
S141822540,Field Sparrow,Spizella pusilla,32328,1,US-MI,Iosco,L25256357,"Curtis Road, East Tawas, Michigan, US (44.367, -83.556)",44.3670478,-83.5555009,2023-06-17,9:05 AM,eBird - Stationary Count,7,1,,,4,,,,
S141822560,Field Sparrow,Spizella pusilla,32328,1,US-MI,Iosco,L25256363,"Curtis Road, East Tawas, Michigan, US (44.367, -83.561)",44.3669887,-83.560757,2023-06-17,8:43 AM,eBird - Stationary Count,15,1,,,4,,,,
S141822569,Field Sparrow,Spizella pusilla,32328,1,US-MI,Iosco,L25256367,"Kobs Road, East Tawas, Michigan, US (44.361, -83.565)",44.3610048,-83.5646722,2023-06-17,8:24 AM,eBird - Stationary Count,8,1,,,4,,,,
S141822540,Vesper Sparrow,Pooecetes gramineus,32542,1,US-MI,Iosco,L25256357,"Curtis Road, East Tawas, Michigan, US (44.367, -83.556)",44.3670478,-83.5555009,2023-06-17,9:05 AM,eBird - Stationary Count,7,1,,,4,,,,
S141838592,Savannah Sparrow,Passerculus sandwichensis,32569,10,US-MI,Iosco,L25260728,"252-480 Galion Road, East Tawas, Michigan, US (44.339, -83.511)",44.3385224,-83.5107006,2023-06-17,11:31 AM,eBird - Traveling Count,27,1,0.15,,2,,,,
S141822583,Savannah Sparrow,Passerculus sandwichensis,32569,1,US-MI,Iosco,L25256370,"482 Woods Road, East Tawas, Michigan, US (44.346, -83.525)",44.3456016,-83.5251054,2023-06-17,8:05 AM,eBird - Stationary Count,9,1,,,4,,,,
S141893130,Song Sparrow,Melospiza melodia,32601,2,US-MI,Iosco,L25275569,"2970 Wilber Road, East Tawas, Michigan, US (44.367, -83.522)",44.3674719,-83.5215319,2023-06-17,9:05 PM,eBird - Traveling Count,15,1,0.44,,4,,,,
S141822583,Song Sparrow,Melospiza melodia,32601,3,US-MI,Iosco,L25256370,"482 Woods Road, East Tawas, Michigan, US (44.346, -83.525)",44.3456016,-83.5251054,2023-06-17,8:05 AM,eBird - Stationary Count,9,1,,,4,,,,
S141895584,Swamp Sparrow,Melospiza georgiana,32639,1,US-MI,Iosco,L25276366,"Tuttle Marsh Road, East Tawas, Michigan, US (44.363, -83.469)",44.3626789,-83.469322,2023-06-17,9:48 PM,eBird - Traveling Count,6,1,0.12,,2,,,,
S141896389,Swamp Sparrow,Melospiza georgiana,32639,2,US-MI,Iosco,L25276353,"Tuttle Marsh Road, East Tawas, Michigan, US (44.364, -83.462)",44.3640526,-83.4620949,2023-06-17,9:58 PM,eBird - Stationary Count,10,1,,,2,,,,
S141822569,Eastern Towhee,Pipilo erythrophthalmus,32741,1,US-MI,Iosco,L25256367,"Kobs Road, East Tawas, Michigan, US (44.361, -83.565)",44.3610048,-83.5646722,2023-06-17,8:24 AM,eBird - Stationary Count,8,1,,,4,,,,
S141838592,Bobolink,Dolichonyx oryzivorus,32892,15,US-MI,Iosco,L25260728,"252-480 Galion Road, East Tawas, Michigan, US (44.339, -83.511)",44.3385224,-83.5107006,2023-06-17,11:31 AM,eBird - Traveling Count,27,1,0.15,,2,,,,
S141822583,Bobolink,Dolichonyx oryzivorus,32892,2,US-MI,Iosco,L25256370,"482 Woods Road, East Tawas, Michigan, US (44.346, -83.525)",44.3456016,-83.5251054,2023-06-17,8:05 AM,eBird - Stationary Count,9,1,,,4,,,,
S141838592,Eastern Meadowlark,Sturnella magna,32896,2,US-MI,Iosco,L25260728,"252-480 Galion Road, East Tawas, Michigan, US (44.339, -83.511)",44.3385224,-83.5107006,2023-06-17,11:31 AM,eBird - Traveling Count,27,1,0.15,,2,,,,
S141822583,Eastern Meadowlark,Sturnella magna,32896,1,US-MI,Iosco,L25256370,"482 Woods Road, East Tawas, Michigan, US (44.346, -83.525)",44.3456016,-83.5251054,2023-06-17,8:05 AM,eBird - Stationary Count,9,1,,,4,,,,
S141893130,Red-winged Blackbird,Agelaius phoeniceus,33101,5,US-MI,Iosco,L25275569,"2970 Wilber Road, East Tawas, Michigan, US (44.367, -83.522)",44.3674719,-83.5215319,2023-06-17,9:05 PM,eBird - Traveling Count,15,1,0.44,,4,,,,
S141822583,Red-winged Blackbird,Agelaius phoeniceus,33101,5,US-MI,Iosco,L25256370,"482 Woods Road, East Tawas, Michigan, US (44.346, -83.525)",44.3456016,-83.5251054,2023-06-17,8:05 AM,eBird - Stationary Count,9,1,,,4,,,,
S141895584,Red-winged Blackbird,Agelaius phoeniceus,33101,2,US-MI,Iosco,L25276366,"Tuttle Marsh Road, East Tawas, Michigan, US (44.363, -83.469)",44.3626789,-83.469322,2023-06-17,9:48 PM,eBird - Traveling Count,6,1,0.12,,2,,,,
S141822583,Common Grackle,Quiscalus quiscula,33177,2,US-MI,Iosco,L25256370,"482 Woods Road, East Tawas, Michigan, US (44.346, -83.525)",44.3456016,-83.5251054,2023-06-17,8:05 AM,eBird - Stationary Count,9,1,,,4,,,,
S141822273,Ovenbird,Seiurus aurocapilla,33269,1,US-MI,Iosco,L25256280,"Unnamed Road, East Tawas, Michigan, US (44.367, -83.578)",44.367117,-83.5781936,2023-06-17,9:53 AM,eBird - Traveling Count,35,1,0.29,,4,,,,
S141822511,Nashville Warbler,Leiothlypis ruficapilla,33304,1,US-MI,Iosco,L25256345,"Curtis Road, East Tawas, Michigan, US (44.367, -83.548)",44.3671401,-83.5482925,2023-06-17,9:21 AM,eBird - Stationary Count,11,1,,,4,,,,
S141822560,Nashville Warbler,Leiothlypis ruficapilla,33304,1,US-MI,Iosco,L25256363,"Curtis Road, East Tawas, Michigan, US (44.367, -83.561)",44.3669887,-83.560757,2023-06-17,8:43 AM,eBird - Stationary Count,15,1,,,4,,,,
S141822273,Nashville Warbler,Leiothlypis ruficapilla,33304,4,US-MI,Iosco,L25256280,"Unnamed Road, East Tawas, Michigan, US (44.367, -83.578)",44.367117,-83.5781936,2023-06-17,9:53 AM,eBird - Traveling Count,35,1,0.29,,4,,,,
S141838592,Common Yellowthroat,Geothlypis trichas,33348,1,US-MI,Iosco,L25260728,"252-480 Galion Road, East Tawas, Michigan, US (44.339, -83.511)",44.3385224,-83.5107006,2023-06-17,11:31 AM,eBird - Traveling Count,27,1,0.15,,2,,,,
S141893130,Common Yellowthroat,Geothlypis trichas,33348,1,US-MI,Iosco,L25275569,"2970 Wilber Road, East Tawas, Michigan, US (44.367, -83.522)",44.3674719,-83.5215319,2023-06-17,9:05 PM,eBird - Traveling Count,15,1,0.44,,4,,,,
S141822583,Common Yellowthroat,Geothlypis trichas,33348,2,US-MI,Iosco,L25256370,"482 Woods Road, East Tawas, Michigan, US (44.346, -83.525)",44.3456016,-83.5251054,2023-06-17,8:05 AM,eBird - Stationary Count,9,1,,,4,,,,
S141822540,Kirtland's Warbler,Setophaga kirtlandii,33379,1,US-MI,Iosco,L25256357,"Curtis Road, East Tawas, Michigan, US (44.367, -83.556)",44.3670478,-83.5555009,2023-06-17,9:05 AM,eBird - Stationary Count,7,1,,,4,,,,585874271 585874281 585874291 585874301 585874311 585874321
S141822560,Kirtland's Warbler,Setophaga kirtlandii,33379,2,US-MI,Iosco,L25256363,"Curtis Road, East Tawas, Michigan, US (44.367, -83.561)",44.3669887,-83.560757,2023-06-17,8:43 AM,eBird - Stationary Count,15,1,,,4,,,,586557931 586557941
S141822569,Kirtland's Warbler,Setophaga kirtlandii,33379,3,US-MI,Iosco,L25256367,"Kobs Road, East Tawas, Michigan, US (44.361, -83.565)",44.3610048,-83.5646722,2023-06-17,8:24 AM,eBird - Stationary Count,8,1,,,4,,,,586557981
S141822273,Kirtland's Warbler,Setophaga kirtlandii,33379,2,US-MI,Iosco,L25256280,"Unnamed Road, East Tawas, Michigan, US (44.367, -83.578)",44.367117,-83.5781936,2023-06-17,9:53 AM,eBird - Traveling Count,35,1,0.29,,4,,,,585874101 585874111 585874121 585874131 586557841 586557851
S141838592,Yellow Warbler,Setophaga petechia,33404,1,US-MI,Iosco,L25260728,"252-480 Galion Road, East Tawas, Michigan, US (44.339, -83.511)",44.3385224,-83.5107006,2023-06-17,11:31 AM,eBird - Traveling Count,27,1,0.15,,2,,,,
S141822273,Yellow-rumped Warbler,Setophaga coronata,33469,1,US-MI,Iosco,L25256280,"Unnamed Road, East Tawas, Michigan, US (44.367, -83.578)",44.367117,-83.5781936,2023-06-17,9:53 AM,eBird - Traveling Count,35,1,0.29,,4,,,,
S141822511,Scarlet Tanager,Piranga olivacea,33733,2,US-MI,Iosco,L25256345,"Curtis Road, East Tawas, Michigan, US (44.367, -83.548)",44.3671401,-83.5482925,2023-06-17,9:21 AM,eBird - Stationary Count,11,1,,,4,,,,
S141822511,Rose-breasted Grosbeak,Pheucticus ludovicianus,33853,1,US-MI,Iosco,L25256345,"Curtis Road, East Tawas, Michigan, US (44.367, -83.548)",44.3671401,-83.5482925,2023-06-17,9:21 AM,eBird - Stationary Count,11,1,,,4,,,,
S141822273,Rose-breasted Grosbeak,Pheucticus ludovicianus,33853,2,US-MI,Iosco,L25256280,"Unnamed Road, East Tawas, Michigan, US (44.367, -83.578)",44.367117,-83.5781936,2023-06-17,9:53 AM,eBird - Traveling Count,35,1,0.29,,4,,,,
S141822511,Indigo Bunting,Passerina cyanea,33904,2,US-MI,Iosco,L25256345,"Curtis Road, East Tawas, Michigan, US (44.367, -83.548)",44.3671401,-83.5482925,2023-06-17,9:21 AM,eBird - Stationary Count,11,1,,,4,,,,
S141919367,Canada Goose,Branta canadensis,319,30,US-MI,Arenac,L112002,Arenac,44.04368,-83.86751,2023-06-18,6:44 AM,eBird - Casual Observation,,0,,,3,,,,
S141962303,Canada Goose,Branta canadensis,319,4,US-MI,Bay,L112005,Bay,43.74288,-83.9348,2023-06-18,7:23 AM,eBird - Casual Observation,,0,,,3,,,,
S141919367,Wild Turkey,Meleagris gallopavo,1207,10,US-MI,Arenac,L112002,Arenac,44.04368,-83.86751,2023-06-18,6:44 AM,eBird - Casual Observation,,0,,,3,,,,
S141997166,Feral Pigeon,Columba livia (Feral Pigeon),1871,1,US-MI,Oakland,L112059,Oakland,42.66473,-83.38782,2023-06-18,3:52 PM,eBird - Casual Observation,,0,,,3,,,,
S142002367,Feral Pigeon,Columba livia (Feral Pigeon),1871,40,US-MI,Wayne,L25305442,"1000 West Lafayette Boulevard, Detroit, Michigan, US (42.328, -83.058)",42.3283251,-83.0579618,2023-06-18,4:53 PM,eBird - Traveling Count,31,1,1.09,,3,,,,
S141919367,Mourning Dove,Zenaida macroura,2405,2,US-MI,Arenac,L112002,Arenac,44.04368,-83.86751,2023-06-18,6:44 AM,eBird - Casual Observation,,0,,,3,,,,
S141962303,Mourning Dove,Zenaida macroura,2405,1,US-MI,Bay,L112005,Bay,43.74288,-83.9348,2023-06-18,7:23 AM,eBird - Casual Observation,,0,,,3,,,,
S141989632,Chimney Swift,Chaetura pelagica,3845,10,US-MI,Saginaw,L112069,Saginaw,43.35067,-84.03155,2023-06-18,12:33 PM,eBird - Casual Observation,,0,,,3,,,,
S142002367,Chimney Swift,Chaetura pelagica,3845,3,US-MI,Wayne,L25305442,"1000 West Lafayette Boulevard, Detroit, Michigan, US (42.328, -83.058)",42.3283251,-83.0579618,2023-06-18,4:53 PM,eBird - Traveling Count,31,1,1.09,,3,,,,
S141962303,Ring-billed Gull,Larus delawarensis,6427,1,US-MI,Bay,L112005,Bay,43.74288,-83.9348,2023-06-18,7:23 AM,eBird - Casual Observation,,0,,,3,,,,
S141989632,Ring-billed Gull,Larus delawarensis,6427,10,US-MI,Saginaw,L112069,Saginaw,43.35067,-84.03155,2023-06-18,12:33 PM,eBird - Casual Observation,,0,,,3,,,,
S142002367,Ring-billed Gull,Larus delawarensis,6427,15,US-MI,Wayne,L25305442,"1000 West Lafayette Boulevard, Detroit, Michigan, US (42.328, -83.058)",42.3283251,-83.0579618,2023-06-18,4:53 PM,eBird - Traveling Count,31,1,1.09,,3,,,,
S141919367,gull sp.,Larinae sp.,6511,1,US-MI,Arenac,L112002,Arenac,44.04368,-83.86751,2023-06-18,6:44 AM,eBird - Casual Observation,,0,,,3,,,,
