taxon_sort,common_name,scientific_name,species_code,aba,world_lifer,US_lifer,media_lifer,freq_US,freq_MI,freq_IN,freq_KS,freq_CO4,freq_TX,freq_AZ,freq_CA,freq_UT,freq_NV,freq_ID,freq_ND,freq_MT,freq_CO6,freq_WA,midwest,colorado,texas,arizona,california,mountainwest,cascadia,freq_max,Column1,Column2,target,region,exotic,vagrant,comment,Sensitive
7119,Red-footed Booby ,Sula sula,refboo,2,,1,,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.01%,FALSE,700.00%,0,,,,,
7125,Northern Gannet ,Morus bassanus,norgan,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
7130,Anhinga ,Anhinga anhinga,anhing,1,,,,1.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,3.00%,FALSE,700.00%,0,,,,,
7151,Brandt's Cormorant ,Urile penicillatus,bracor,1,1,1,1,0.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.63%,0.00%,0.00%,0.00%,0.00%,3.13%,0.00%,0.63%,3.13%,FALSE,582.71%,1,california,,,,
7153,Pelagic Cormorant ,Urile pelagicus,pelcor,1,1,1,1,0.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.38%,0.00%,0.00%,0.00%,0.00%,1.94%,0.00%,2.38%,2.38%,TRUE,385.65%,1,cascadia,,,,
7159,Great Cormorant ,Phalacrocorax carbo,grecor,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
7188,Double-crested Cormorant ,Nannopterum auritum,doccor,1,,,,11.00%,8.14%,10.88%,18.37%,16.00%,9.00%,3.00%,14.00%,8.00%,4.00%,7.28%,15.21%,6.00%,12.00%,6.00%,18.37%,16.00%,9.00%,3.00%,14.00%,15.21%,6.00%,18.37%,FALSE,157.62%,0,,,,,
7195,Neotropic Cormorant ,Nannopterum brasilianum,neocor,1,,,,1.00%,0.02%,0.23%,0.33%,0.00%,10.00%,5.00%,0.00%,1.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.33%,0.00%,10.00%,5.00%,0.00%,1.00%,0.00%,10.00%,FALSE,428.64%,0,,,,,
7223,American White Pelican ,Pelecanus erythrorhynchos,amwpel,1,,,,2.00%,0.55%,2.97%,7.16%,12.00%,4.00%,0.00%,4.00%,10.00%,3.00%,6.30%,17.31%,8.00%,8.00%,2.00%,7.16%,12.00%,4.00%,0.00%,4.00%,17.31%,2.00%,17.31%,FALSE,260.75%,0,,,,,
7224,Brown Pelican ,Pelecanus occidentalis,brnpel,1,,,,2.00%,0.00%,0.01%,0.08%,0.00%,9.00%,0.00%,7.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,9.00%,0.00%,7.00%,0.03%,0.00%,9.00%,FALSE,390.90%,0,,,,,
7249,American Bittern ,Botaurus lentiginosus,amebit,1,,,,1.00%,0.60%,0.95%,1.57%,0.00%,1.00%,0.00%,1.00%,1.00%,1.00%,0.43%,4.62%,0.00%,0.00%,1.00%,1.57%,0.00%,1.00%,0.00%,1.00%,4.62%,1.00%,4.62%,FALSE,351.90%,0,,,,,
7271,Least Bittern ,Ixobrychus exilis,leabit,1,,,,0.00%,0.02%,0.03%,0.03%,0.00%,2.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.00%,0.00%,0.00%,0.03%,0.00%,2.00%,1.00%,0.00%,0.25%,0.00%,2.00%,FALSE,426.99%,0,,,,,
7291,Great Blue Heron ,Ardea herodias,grbher3,1,,,,16.00%,14.35%,26.45%,28.48%,20.00%,18.00%,9.00%,13.00%,10.00%,4.00%,11.99%,5.82%,10.00%,14.00%,17.00%,28.48%,20.00%,18.00%,9.00%,13.00%,11.99%,17.00%,28.48%,FALSE,169.71%,0,,,,,
7323,Great White Egret ,Ardea alba,greegr,1,,,,9.00%,4.84%,5.45%,5.79%,1.00%,23.00%,4.00%,12.00%,1.00%,3.00%,1.83%,0.00%,0.00%,1.00%,2.00%,5.79%,1.00%,23.00%,4.00%,12.00%,3.00%,2.00%,23.00%,FALSE,316.99%,0,,,,,
7340,Little Egret ,Egretta garzetta,litegr,4,,1,,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,east coast,,1,rare,
7352,Snowy Egret ,Egretta thula,snoegr,1,,,,4.00%,0.03%,0.09%,2.35%,3.00%,15.00%,3.00%,10.00%,5.00%,2.00%,0.53%,1.51%,0.00%,4.00%,0.00%,2.35%,3.00%,15.00%,3.00%,10.00%,5.00%,0.00%,15.00%,FALSE,273.79%,0,,,,,
7356,Little Blue Heron ,Egretta caerulea,libher,1,,,,2.00%,0.07%,0.04%,1.08%,0.00%,9.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,1.08%,0.00%,9.00%,0.00%,0.00%,0.02%,0.00%,9.00%,FALSE,624.05%,0,,,,,
7358,Tricoloured Heron ,Egretta tricolor,triher,1,,,,1.00%,0.03%,0.00%,0.01%,0.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.03%,0.00%,10.00%,0.00%,0.00%,0.03%,0.00%,10.00%,FALSE,696.02%,0,,,,,
7363,Reddish Egret ,Egretta rufescens,redegr,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,3.00%,FALSE,700.00%,0,,,,,
7370,Cattle Egret ,Bubulcus ibis,categr,1,,,,2.00%,0.04%,0.24%,1.33%,0.00%,12.00%,1.00%,1.00%,1.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,1.33%,0.00%,12.00%,1.00%,1.00%,1.00%,0.00%,12.00%,FALSE,514.39%,0,,,,,
7384,Green Heron ,Butorides virescens,grnher,1,,,,5.00%,0.84%,2.25%,1.16%,0.00%,9.00%,4.00%,5.00%,0.00%,1.00%,0.01%,0.30%,0.00%,0.00%,1.00%,2.25%,0.00%,9.00%,4.00%,5.00%,1.00%,1.00%,9.00%,FALSE,283.15%,0,,,,,
7430,Black-crowned Night-Heron ,Nycticorax nycticorax,bcnher,1,,,,2.00%,0.56%,0.47%,1.27%,2.00%,3.00%,3.00%,7.00%,4.00%,4.00%,1.72%,4.94%,1.00%,3.00%,1.00%,1.27%,2.00%,3.00%,3.00%,7.00%,4.94%,1.00%,7.00%,FALSE,220.62%,0,,,,,
7444,Yellow-crowned Night-Heron ,Nyctanassa violacea,ycnher,1,,,,1.00%,0.02%,0.01%,0.48%,0.00%,7.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.48%,0.00%,7.00%,0.00%,0.00%,0.00%,0.00%,7.00%,FALSE,655.50%,0,,,,,
7474,White Ibis ,Eudocimus albus,whiibi,1,,,,2.00%,0.00%,0.00%,0.00%,0.00%,11.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.00%,0.00%,0.00%,0.00%,0.00%,11.00%,FALSE,699.87%,0,,,,,
7479,Glossy Ibis ,Plegadis falcinellus,gloibi,1,,,,1.00%,0.01%,0.07%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.14%,FALSE,648.75%,0,,,,,
7480,White-faced Ibis ,Plegadis chihi,whfibi,1,1,1,1,1.08%,0.04%,0.23%,3.53%,3.52%,5.46%,3.40%,2.84%,7.41%,4.85%,2.39%,2.95%,1.31%,0.85%,0.10%,3.53%,3.52%,5.46%,3.40%,2.84%,7.41%,0.10%,7.41%,FALSE,197.52%,,,,,,
7540,Roseate Spoonbill ,Platalea ajaja,rosspo1,1,,,,1.00%,0.00%,0.00%,0.00%,0.00%,8.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.00%,0.00%,0.00%,0.00%,0.00%,8.00%,FALSE,700.00%,0,,,,,
7543,California Condor ,Gymnogyps californianus,calcon,2,1,1,1,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.31%,0.13%,0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.31%,0.13%,0.28%,0.00%,0.31%,FALSE,301.39%,1,california,,,"not on the way in AZ or UZ, need in CA",
7546,American Black Vulture ,Coragyps atratus,blkvul,1,,,,5.00%,0.01%,1.75%,0.09%,0.00%,21.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.75%,0.00%,21.00%,2.00%,0.00%,0.00%,0.00%,21.00%,FALSE,593.94%,0,,,,,
7550,Turkey Vulture ,Cathartes aura,turvul,1,,,,22.00%,26.72%,35.74%,40.30%,14.00%,33.00%,31.00%,26.00%,16.00%,8.00%,11.54%,7.83%,8.00%,14.00%,10.00%,40.30%,14.00%,33.00%,31.00%,26.00%,16.00%,10.00%,40.30%,FALSE,165.65%,0,,,,,
7565,Osprey ,Pandion haliaetus,osprey,1,,,,9.00%,3.99%,4.53%,4.02%,9.00%,6.00%,2.00%,5.00%,4.00%,1.00%,11.11%,0.22%,10.00%,5.00%,12.00%,4.53%,9.00%,6.00%,2.00%,5.00%,11.11%,12.00%,12.00%,TRUE,169.22%,0,,,,,
7582,White-tailed Kite ,Elanus leucurus,whtkit,1,,,,0.00%,0.00%,0.00%,0.01%,0.00%,2.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,2.00%,0.00%,3.00%,0.00%,0.00%,3.00%,FALSE,419.46%,0,,,,,
7600,Hook-billed Kite ,Chondrohierax uncinatus,hobkit,3,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.07%,FALSE,700.00%,0,texas,,,rare,
7623,Swallow-tailed Kite ,Elanoides forficatus,swtkit,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,FALSE,700.00%,0,,,,,
7799,Golden Eagle ,Aquila chrysaetos,goleag,1,,,,0.00%,0.31%,0.04%,0.06%,2.00%,0.00%,1.00%,1.00%,3.00%,1.00%,1.29%,0.96%,2.00%,2.00%,0.00%,0.31%,2.00%,0.00%,1.00%,1.00%,3.00%,0.00%,3.00%,FALSE,287.36%,0,,,,,
7841,Snail Kite ,Rostrhamus sociabilis,snakit,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
7850,Mississippi Kite ,Ictinia mississippiensis,miskit,1,,,,1.00%,0.00%,0.02%,0.09%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,0.09%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,2.00%,FALSE,668.80%,0,,,,,
7873,Northern Harrier ,Circus hudsonius,norhar2,1,,,,2.00%,3.69%,3.21%,6.45%,5.00%,4.00%,0.00%,3.00%,4.00%,4.00%,6.38%,0.00%,7.00%,1.00%,3.00%,6.45%,5.00%,4.00%,0.00%,3.00%,7.00%,3.00%,7.00%,FALSE,172.23%,0,,,,,
8031,Sharp-shinned Hawk ,Accipiter striatus,shshaw,1,,,,1.00%,2.52%,1.48%,1.30%,2.00%,2.00%,0.00%,0.00%,1.00%,0.00%,0.67%,0.15%,1.00%,1.00%,1.00%,2.52%,2.00%,2.00%,0.00%,0.00%,1.00%,1.00%,2.52%,FALSE,207.04%,0,,,,,
8044,Cooper's Hawk ,Accipiter cooperii,coohaw,1,,,,4.00%,5.08%,6.93%,5.12%,6.00%,4.00%,8.00%,6.00%,4.00%,3.00%,2.52%,2.32%,1.00%,3.00%,3.00%,6.93%,6.00%,4.00%,8.00%,6.00%,4.00%,3.00%,8.00%,FALSE,147.64%,0,,,,,
8062,Northern Goshawk ,Accipiter gentilis,norgos,1,,1,,0.08%,0.21%,0.02%,0.01%,0.16%,0.00%,0.22%,0.09%,0.42%,0.19%,0.47%,0.00%,0.42%,0.28%,0.14%,0.21%,0.16%,0.00%,0.22%,0.09%,0.47%,0.14%,0.47%,FALSE,254.67%,1,colorado,,,,
8105,Bald Eagle,Haliaeetus leucocephalus,baleag,1,,,,7.00%,8.74%,9.21%,6.37%,8.00%,1.00%,1.00%,2.00%,1.00%,0.00%,4.51%,0.00%,7.00%,2.00%,17.00%,9.21%,8.00%,1.00%,1.00%,2.00%,7.00%,17.00%,17.00%,TRUE,263.22%,0,,,,,
8111,Steller's Sea-Eagle ,Haliaeetus pelagicus,stseag,4,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
8134,Common Black Hawk ,Buteogallus anthracinus,comblh1,2,1,1,1,0.07%,0.00%,0.00%,0.00%,0.00%,0.20%,1.49%,0.01%,0.13%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,1.49%,0.01%,0.13%,0.00%,1.49%,FALSE,569.95%,1,texas,,,,
8171,Harris's Hawk ,Parabuteo unicinctus,hrshaw,1,1,1,1,0.11%,0.00%,0.00%,0.00%,0.00%,1.80%,1.27%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.80%,1.27%,0.01%,0.00%,0.00%,1.80%,FALSE,409.09%,1,texas,,,,
8175,White-tailed Hawk ,Geranoaetus albicaudatus,whthaw,2,1,1,1,0.05%,0.00%,0.00%,0.00%,0.00%,1.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.20%,0.00%,0.00%,0.00%,0.00%,1.20%,FALSE,700.00%,1,texas,,,,
8199,Grey Hawk ,Buteo plagiatus,gryhaw2,2,1,1,1,0.19%,0.00%,0.00%,0.00%,0.00%,0.73%,5.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.73%,5.50%,0.00%,0.00%,0.00%,5.50%,FALSE,617.77%,,,,,,
8205,Red-shouldered Hawk ,Buteo lineatus,reshaw,1,,,,5.00%,1.64%,8.16%,4.71%,0.00%,8.00%,0.00%,11.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,8.16%,0.00%,8.00%,0.00%,11.00%,0.01%,0.00%,11.00%,FALSE,283.40%,0,,,,,
8214,Broad-winged Hawk ,Buteo platypterus,brwhaw,1,,,,2.00%,1.56%,1.86%,1.51%,0.00%,4.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.68%,0.00%,0.00%,0.00%,1.86%,0.00%,4.00%,0.00%,0.00%,0.68%,0.00%,4.00%,FALSE,428.17%,0,,,,,
8225,Short-tailed Hawk ,Buteo brachyurus,shthaw,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
8229,Swainson's Hawk ,Buteo swainsoni,swahaw,1,,,,1.37%,0.01%,0.02%,4.21%,5.87%,6.25%,3.23%,2.62%,4.88%,1.44%,9.04%,8.13%,3.55%,6.71%,1.03%,4.21%,5.87%,6.25%,3.23%,2.62%,9.04%,1.03%,9.04%,FALSE,196.22%,,,,,,
8231,Zone-tailed Hawk ,Buteo albonotatus,zothaw,2,1,1,1,0.12%,0.00%,0.00%,0.00%,0.00%,0.41%,2.97%,0.01%,0.03%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.41%,2.97%,0.01%,0.03%,0.00%,2.97%,FALSE,607.89%,1,"texas, arizona",,,,
8233,Red-tailed Hawk ,Buteo jamaicensis,rethaw,1,,,,13.00%,12.90%,13.90%,22.02%,26.00%,8.00%,13.00%,22.00%,13.00%,9.00%,18.66%,0.00%,15.00%,18.00%,14.00%,22.02%,26.00%,8.00%,13.00%,22.00%,18.66%,14.00%,26.00%,FALSE,147.15%,0,,,,,
8253,Rough-legged Buzzard ,Buteo lagopus,rolhaw,1,,,,0.00%,1.53%,0.56%,0.42%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.53%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.53%,FALSE,423.32%,0,,,,,
8260,Ferruginous Hawk ,Buteo regalis,ferhaw,1,1,1,1,0.09%,0.00%,0.00%,0.23%,0.71%,0.04%,0.02%,0.00%,0.70%,0.30%,0.70%,2.53%,1.48%,0.34%,0.14%,0.23%,0.71%,0.04%,0.02%,0.00%,2.53%,0.14%,2.53%,FALSE,482.40%,1,mountainwest,,,,
8336,Barn Owl ,Tyto alba,brnowl,1,,,,0.00%,0.01%,0.02%,0.45%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,0.32%,0.01%,0.00%,0.00%,1.00%,0.45%,0.00%,0.00%,0.00%,1.00%,0.32%,1.00%,1.00%,TRUE,252.74%,0,,,,,
8513,Flammulated Owl ,Psiloscops flammeolus,flaowl,2,1,1,1,0.04%,0.00%,0.00%,0.00%,0.01%,0.00%,0.39%,0.12%,1.31%,0.23%,0.39%,0.00%,0.17%,0.21%,0.18%,0.00%,0.01%,0.00%,0.39%,0.12%,1.31%,0.18%,1.31%,FALSE,456.22%,1,"california, arizona, mountainwest",,,,
8518,Whiskered Screech-Owl ,Megascops trichopsis,whsowl1,2,1,1,1,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,1.34%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.34%,0.00%,0.00%,0.00%,1.34%,FALSE,700.00%,1,arizona,,,,
8572,Western Screech-Owl ,Megascops kennicottii,wesowl1,1,1,1,1,0.12%,0.00%,0.00%,0.00%,0.09%,0.08%,1.21%,0.55%,0.43%,0.32%,0.39%,0.00%,0.08%,0.06%,0.17%,0.00%,0.09%,0.08%,1.21%,0.55%,0.43%,0.17%,1.21%,FALSE,334.50%,1,texas,,,,
8583,Eastern Screech-Owl ,Megascops asio,easowl1,1,,,,0.00%,0.57%,0.49%,0.35%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.57%,0.00%,1.00%,0.00%,0.00%,0.11%,0.00%,1.00%,FALSE,414.86%,0,,,,,
8623,Snowy Owl ,Bubo scandiacus,snoowl1,2,,,,0.00%,0.39%,0.08%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.39%,FALSE,700.00%,0,,,,,
8624,Great Horned Owl ,Bubo virginianus,grhowl,1,,,,2.00%,1.63%,1.72%,3.40%,6.00%,2.00%,3.00%,3.00%,2.00%,1.00%,2.33%,1.96%,2.00%,2.00%,1.00%,3.40%,6.00%,2.00%,3.00%,3.00%,2.33%,1.00%,6.00%,FALSE,202.60%,0,,,,,
8711,Northern Hawk Owl ,Surnia ulula,nohowl,2,,1,,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.01%,0.02%,FALSE,425.53%,0,cascadia,,,rare,1
8723,Northern Pygmy-Owl ,Glaucidium gnoma,nopowl,2,1,1,1,0.09%,0.00%,0.00%,0.00%,0.09%,0.00%,0.85%,0.37%,0.21%,0.04%,0.19%,0.00%,0.12%,0.18%,0.21%,0.00%,0.09%,0.00%,0.85%,0.37%,0.21%,0.21%,0.85%,FALSE,343.93%,1,"colorado, california",,,,
8749,Ferruginous Pygmy-Owl ,Glaucidium brasilianum,fepowl,3,1,1,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.16%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.03%,0.00%,0.00%,0.00%,0.16%,FALSE,589.47%,1,texas,,,,
8807,Elf Owl ,Micrathene whitneyi,elfowl,2,1,1,1,0.07%,0.00%,0.00%,0.00%,0.00%,0.43%,2.02%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.43%,2.02%,0.01%,0.00%,0.00%,2.02%,FALSE,574.80%,1,texas,,,,
8845,Burrowing Owl ,Athene cunicularia,burowl,1,,,,0.00%,0.00%,0.00%,0.69%,2.00%,0.00%,1.00%,1.00%,2.00%,1.00%,0.74%,0.70%,1.00%,1.00%,0.00%,0.69%,2.00%,0.00%,1.00%,1.00%,2.00%,0.00%,2.00%,FALSE,209.22%,0,,,,,
8926,Spotted Owl ,Strix occidentalis,spoowl,2,1,1,1,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.49%,0.13%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.49%,0.13%,0.14%,0.03%,0.49%,FALSE,434.18%,1,arizona,,,,1
8930,Barred Owl ,Strix varia,brdowl,1,,,,2.00%,1.32%,3.97%,5.39%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.18%,0.09%,0.00%,0.00%,1.00%,5.39%,0.00%,2.00%,0.00%,0.00%,0.18%,1.00%,5.39%,FALSE,440.30%,0,,,,,
8954,Great Grey Owl ,Strix nebulosa,grgowl,2,1,1,1,0.01%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.15%,0.00%,0.12%,0.00%,0.06%,0.02%,0.00%,0.00%,0.00%,0.02%,0.15%,0.06%,0.15%,FALSE,429.34%,1,"cascadia, mountainwest",,,IDOha,1
8964,Long-eared Owl ,Asio otus,loeowl,2,,1,,0.04%,0.13%,0.06%,0.02%,0.17%,0.01%,0.06%,0.11%,0.19%,0.18%,0.22%,0.07%,0.10%,0.08%,0.08%,0.13%,0.17%,0.01%,0.06%,0.11%,0.22%,0.08%,0.22%,FALSE,200.97%,1,everywhere,,,very hard,
8987,Short-eared Owl ,Asio flammeus,sheowl,1,,,,0.00%,0.17%,0.16%,0.28%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,0.56%,0.00%,1.00%,0.00%,0.00%,0.28%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,1.00%,FALSE,545.09%,0,,,,,
9007,Tengmalm's Owl ,Aegolius funereus,borowl,2,,1,,0.01%,0.01%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.02%,0.02%,0.01%,0.01%,0.09%,0.00%,0.00%,0.00%,0.03%,0.01%,0.09%,FALSE,441.18%,1,colorado,,,"hard, CO, ID",
9015,Northern Saw-whet Owl ,Aegolius acadicus,nswowl,2,,1,,0.06%,0.07%,0.03%,0.00%,0.17%,0.00%,0.06%,0.18%,0.39%,0.04%,0.20%,0.06%,0.07%,0.16%,0.06%,0.07%,0.17%,0.00%,0.06%,0.18%,0.39%,0.06%,0.39%,FALSE,292.29%,1,"midwest, colorado",,,,
9160,Eared Quetzal ,Euptilotis neoxenus,earque,4,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,arizona,,,rare,
9224,Elegant Trogon ,Trogon elegans,eletro,2,1,1,1,0.06%,0.00%,0.00%,0.00%,0.00%,0.01%,3.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,3.14%,0.00%,0.00%,0.00%,3.14%,FALSE,697.78%,1,arizona,,,,
9934,Ringed Kingfisher ,Megaceryle torquata,rinkin1,2,1,1,1,0.03%,0.00%,0.00%,0.00%,0.00%,0.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.72%,0.00%,0.00%,0.00%,0.00%,0.72%,FALSE,700.00%,1,texas,,,,
9939,Belted Kingfisher ,Megaceryle alcyon,belkin1,1,,,,6.00%,11.67%,9.69%,6.48%,9.00%,4.00%,1.00%,2.00%,2.00%,1.00%,4.46%,3.09%,4.00%,4.00%,7.00%,11.67%,9.00%,4.00%,1.00%,2.00%,4.46%,7.00%,11.67%,FALSE,208.77%,0,,,,,
9949,Green Kingfisher ,Chloroceryle americana,grnkin,2,1,1,1,0.05%,0.00%,0.00%,0.00%,0.00%,0.98%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.98%,0.14%,0.00%,0.00%,0.00%,0.98%,FALSE,612.50%,1,texas,,,,
10813,Williamson's Sapsucker ,Sphyrapicus thyroideus,wilsap,1,1,1,1,0.13%,0.00%,0.00%,0.00%,0.49%,0.00%,0.23%,0.52%,0.79%,0.69%,0.95%,0.00%,0.95%,1.82%,0.75%,0.00%,0.49%,0.00%,0.23%,0.52%,0.95%,0.75%,0.95%,FALSE,226.58%,1,colorado,,,,
10816,Yellow-bellied Sapsucker ,Sphyrapicus varius,yebsap,1,,,,3.00%,6.58%,6.14%,0.74%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.71%,0.00%,0.00%,0.00%,6.58%,0.00%,1.00%,0.00%,0.00%,4.71%,0.00%,6.58%,FALSE,374.78%,0,,,,,
